qid,ans,label
699,An antihistamine is a type of drug used to fight allergic reactions.,2
699,An antihistamine is a type of drug used to treat asthma.,0
699,An antihistamine is a type of drug used to treat colds.,0
699,An antihistamine is a type of drug used to treat skin conditions.,0
699,An antihistamine is a type of drug used to treat headaches.,0
700,Roughage foods are plant materials that cannot be digested but help in the digestion of other foods.,2
700,Roughage foods are only found in fruits and vegetables.,0
700,Roughage foods are foods that are difficult to chew and swallow.,0
700,Roughage foods are foods that are high in fiber and low in calories.,0
700,Roughage foods are foods that are high in protein and low in carbohydrates.,0
701,"Daypro is used to treat pain, inflammation, swelling, and stiffness.",2
701,Daypro is a prescription medicine used to treat headaches.,0
701,Daypro is a nonsteroidal anti-inflammatory drug (NSAID) used to treat arthritis.,0
701,Daypro is a pain reliever that is not part of the NSAID class of drugs.,0
701,Daypro is a prescription medicine used to treat fever and muscle aches.,0
702,Thyroid peroxidase antibodies (TPOAb) are autoantibodies produced within the body that measure the level of an antibody directed against thyroid peroxidase.,2
702,Thyroid peroxidase antibodies are a test that measures the level of an antibody directed against thyroid peroxidase in the blood.,0
702,Thyroid peroxidase antibodies are produced by the immune system to attack the thyroid tissue.,0
702,"Thyroid peroxidase antibodies are a test that measures the level of an antibody directed against thyroid peroxidase in the blood, reflecting a prior attack on the thyroid tissue by the body's immune system.",0
702,"Thyroid peroxidase antibodies are a test that measures the level of an antibody directed against thyroid peroxidase in the blood, reflecting a prior attack on the thyroid tissue by the body's immune system, and are produced within the body.",0
703,"Pontic is one of the main components of a dental bridge, attached to two surrounding dental crowns to create a seamless impression of a complete set of healthy teeth.",2
703,Pontic refers to a dental implant that is used to replace a missing tooth.,0
703,Pontic is a type of dental crown that is used to cover a damaged tooth.,0
703,Pontic is a dental appliance that is used to straighten teeth and correct bite issues.,0
703,Pontic is a type of dental filling that is used to fill cavities in teeth.,0
704,"Venous insufficiency, also known as venous reflux, is the impaired return of venous blood from the legs and feet, often manifesting as varicose veins, swollen ankles, aching legs, skin changes, or venous ulcers.",2
704,Venous insufficiency is caused by a lack of exercise and poor diet.,0
704,Venous insufficiency is a condition that affects only the arms.,0
704,Venous insufficiency is a result of poor circulation in the legs.,0
704,Venous insufficiency is a condition that only affects the legs and feet.,0
705,A dopamine reuptake inhibitor (DRI) is a class of drug that acts as a reuptake inhibitor of the monoamine neurotransmitter dopamine by blocking the action of the dopamine transporter (DAT).,2
705,A DRI medication is a type of antidepressant that increases dopamine levels in the brain.,0
705,A DRI medication is a class of drug that enhances dopamine signaling in the brain.,0
705,A DRI medication is a type of drug that inhibits the reuptake of dopamine in the brain.,0
705,"A DRI medication is a class of drug that blocks the action of the dopamine transporter, preventing dopamine from being reabsorbed into the presynaptic neuron.",0
706,"An enlarged prostate is commonly referred to as BPH, which stands for benign (non-cancerous) prostatic hyperplasia or hypertrophy.",2
706,An enlarged prostate is a condition where the prostate gland becomes larger due to an increase in the number of cells.,0
706,An enlarged prostate is a condition where the prostate gland becomes larger due to an increase in the size of the cells.,0
706,An enlarged prostate is a condition where the prostate gland becomes larger due to an increase in the number of prostate cells.,0
706,An enlarged prostate is a condition where the prostate gland becomes larger due to an increase in the size of the prostate cells.,0
707,"Alcohol withdrawal syndrome is characterized by at least two symptoms such as increased hand tremor, insomnia, nausea or vomiting, transient hallucinations, psychomotor agitation, anxiety, tonic-clonic seizures, and autonomic instability.",2
707,Alcohol withdrawal syndrome only occurs in patients who have been drinking heavily for an extended period.,0
707,Alcohol withdrawal syndrome is a rare condition that only affects a small percentage of the population.,0
707,Alcohol withdrawal syndrome can be treated with over-the-counter medications.,0
707,Alcohol withdrawal syndrome is a mild condition that does not require medical attention.,0
708,"Caffeine withdrawal symptoms include headache, irritability, fatigue, bowel problems, loss of appetite, and forgetfulness.",2
708,Caffeine withdrawal symptoms only include headache and irritability.,0
708,Caffeine withdrawal symptoms are limited to fatigue and bowel problems.,0
708,Caffeine withdrawal symptoms consist of insufficient focus and lack of appetite.,0
708,Caffeine withdrawal symptoms involve forgetfulness and lack of focus.,0
709,Pyelectasis is the dilation of the renal pelvis of a kidney.,2
709,Pyelectasis is a condition that affects the bladder.,0
709,Pyelectasis is a rare disease that causes the kidneys to shrink.,0
709,Pyelectasis is a type of cancer that affects the kidneys.,0
709,Pyelectasis is a condition that occurs when the kidneys become inflamed.,0
710,"HFPEF is defined as LVEF >45% and the absence of mitral stenosis, pericardial disease, or noncardiac causes of dyspnea, edema, and fatigue.",2
710,"HFPEF is defined as LVEF <45% and the presence of mitral stenosis, pericardial disease, or noncardiac causes of dyspnea, edema, and fatigue.",0
710,"HFPEF is defined as LVEF >45% and the presence of mitral stenosis, pericardial disease, or noncardiac causes of dyspnea, edema, and fatigue.",0
710,"HFPEF is defined as LVEF <45% and the absence of mitral stenosis, pericardial disease, or noncardiac causes of dyspnea, edema, and fatigue.",0
710,"HFPEF is defined as LVEF <45% and the presence of mitral stenosis, pericardial disease, or noncardiac causes of dyspnea, edema, and fatigue.",0
711,"Kidney pain, also known as renal pain, refers to pain arising from infection, injury, or inflammation of a kidney.",2
711,Kidney pain is a symptom of a kidney infection.,0
711,Kidney pain is always felt in the lower back.,0
