sentence,label
"Bending over causes shortness of breath because it increases the strain on the heart, which is already weakened by left side heart failure, making it difficult to pump blood effectively.",0
"Bending over causes shortness of breath because it increases the workload on the heart, which is already struggling to pump blood effectively due to left side heart failure.",0
Vitamins B,3
Vitamin A,1
Vitamin B12,0
Vitamin C,0
Vitamin D,0
Vitamin E,0
Biotin deficiency,2
Vitamin C deficiency,0
Vitamin B12 deficiency,0
Vitamin B7 deficiency,0
Vitamin B1 deficiency,0
is damage caused to the nail due to trauma or a disease.,3
Nail dystrophy is a condition that affects the appearance and structure of the nails.,1
Nail dystrophy is caused by a deficiency in essential nutrients.,0
Nail dystrophy is a rare genetic disorder.,0
Nail dystrophy is a result of an injury to the nail bed.,0
Nail dystrophy is a common condition that affects the nails.,0
Nail dystrophy is damage caused to the nail due to trauma or a disease.,2
It is characterized by partial or complete loss of the nail plate.,0
Genetic Treatment Methods And Protocols Of Muscular Dystrophy.,0
Muscular dystrophy is progressive weakening of muscle due to some genetic reasons.,0
Causes and Treatment For Preventing Psoriatic Nail Dystrophy.,0
the bacteria start to multiply and destroy tissue.,3
Tuberculosis bacteria infect and damage tissue.,1
Tuberculosis bacteria cause inflammation in tissue.,0
Tuberculosis bacteria destroy tissue.,0
Tuberculosis bacteria stimulate tissue growth.,0
Tuberculosis bacteria have no effect on tissue.,0
"Tuberculosis bacteria can lie dormant in the body for weeks or even many years, causing no illness in 90 to 95 percent of infected people.",2
Tuberculosis bacteria multiply and destroy tissue in 5 to 10 percent of cases.,0
Tuberculosis bacteria cause illness in 90 to 95 percent of infected people.,0
Tuberculosis bacteria lie dormant in the body for only a few days before causing illness.,0
Tuberculosis bacteria do not cause any damage to tissue.,0
"copper, iron, manganese and zinc.",3
Chelated supplements are nutrients bound to amino acids or other molecules to enhance their absorption and bioavailability.,1
Chelated supplements are only found in natural foods.,0
Chelated supplements are less effective than regular supplements.,0
Chelated supplements are only used for treating heavy metal poisoning.,0
Chelated supplements are not recommended for people with kidney problems.,0
"Chelated supplements are organic forms of essential trace minerals like copper, iron, manganese, and zinc that are more easily absorbed, digested, and utilized by animals compared to inorganic minerals.",2
Chelated supplements are less effective in providing essential trace minerals to animals.,0
Chelated supplements are not necessary for animal nutrition.,0
Chelated supplements increase the concentration of essential trace minerals in animal feeds.,0
Chelated supplements cause higher levels of environmental contamination due to increased excretion in animal faeces.,0
"Any of the blood cells that lack hemoglobin, colourless and with nucleus.",3
Leukocytes are white blood cells that play a crucial role in the immune system.,1
Leukocytes are red blood cells that carry oxygen throughout the body.,0
Leukocytes are a type of bacteria that cause infections.,0
Leukocytes are a type of plant cell that produce oxygen.,0
Leukocytes are a type of cell that helps in the digestion process.,0
Leukocytes are blood cells that lack hemoglobin and have a nucleus.,2
Leukocytes are colorless cells that play a role in the immune system.,0
Leukocytes are white blood cells that help fight off infections.,0
"Leukocytes are cells that lack hemoglobin and have a nucleus, but do not play a role in the immune system.",0
"Leukocytes are cells that lack hemoglobin and have a nucleus, but are not involved in the immune system.",0
Digestion is the process in which food is broken into smaller pieces so the body can use them to build and nourish cells and provide energy.,3
Absorption of nutrients and water,1
Secretion of enzymes and bile,0
Mechanical breakdown of food,0
Fermentation of undigested food,0
Production of vitamin K,0
The small intestine is where most of the digestion and absorption of nutrients takes place.,2
"The small intestine is responsible for breaking down carbohydrates, proteins, and fats.",0
The small intestine secretes enzymes to break down food.,0
The small intestine is the primary site for the absorption of nutrients.,0
The small intestine is the only part of the digestive system that absorbs nutrients.,0
Premarket Approval (PMA) A PMA submission is used to demonstrate to the FDA that a new or modified device is safe and effective. This standard is higher than is required for 510(k) submissions.,3
A PMA FDA is a Pre-Market Approval application submitted to the U.S. Food and Drug Administration (FDA) for medical devices that require extensive testing and evaluation before being approved for marketing.,1
A PMA FDA is a type of food product that requires special approval from the FDA before being sold in the United States.,0
A PMA FDA is a certification program for medical professionals in the United States.,0
A PMA FDA is a type of financial aid for students attending college in the United States.,0
A PMA FDA is a type of visa for foreigners who want to work in the United States.,0
"A PMA is a Premarket Approval, a process used by the FDA to demonstrate the safety and effectiveness of a new or modified medical device.",2
"A PMA submission requires human use data from a formal clinical study, in addition to laboratory studies.",0
The PMA standard is higher than the 510(k) submission standard.,0
A PMA submission is not required for medical devices.,0
A PMA submission only requires laboratory studies to demonstrate the safety and effectiveness of a medical device.,0
Psoriatic arthritis is a form of inflammatory arthritis that affects both skin and joints. It is treated with disease-modifying antirheumatic drugs (DMARDs) and biologic drugs.,3
"Psoriatic arthritis can cause joint pain, stiffness, and swelling.",1
Psoriatic arthritis can lead to fatigue and reduced mobility.,0
Psoriatic arthritis can cause skin lesions and nail changes.,0
Psoriatic arthritis can increase the risk of heart disease and diabetes.,0
Psoriatic arthritis can cause inflammation in the eyes and vision problems.,0
"Psoriatic arthritis can cause joint pain, stiffness, and swelling, as well as skin symptoms like red, scaly patches.",2
"Without medication, psoriatic arthritis symptoms may worsen and lead to joint damage.",0
DMARDs and biologic drugs can help manage psoriatic arthritis symptoms and prevent joint damage.,0
"Patients may experience a near disappearance of symptoms with medication, but they should not stop taking their medication without consulting their doctor.",0
Stopping medication for psoriatic arthritis can lead to a relapse of symptoms and potential joint damage.,0
"broad-spectrum antibiotic one that is effective against a wide range of bacteria, both gram-positive and gram-negative.",3
Broad spectrum therapy refers to a treatment that targets a wide range of symptoms or conditions.,1
Broad spectrum therapy is a type of treatment that focuses on a specific disease or condition.,0
Broad spectrum therapy is a treatment that only targets a single symptom or condition.,0
Broad spectrum therapy is a treatment that targets a narrow range of symptoms or conditions.,0
Broad spectrum therapy is a treatment that targets a specific disease or condition.,0
"Broad-spectrum therapy refers to a treatment that is effective against a wide range of bacteria, both gram-positive and gram-negative.",2
"Broad-spectrum therapy includes antineoplastic therapy, which is used to treat cancer.",0
Broad-spectrum therapy is a type of antibiotic that targets a specific bacterial enzyme.,0
"Broad-spectrum therapy is a term used to describe a treatment that is effective against a wide range of bacteria, but it is not effective against viruses.",0
"Broad-spectrum therapy is a type of antibiotic that is effective against both gram-positive and gram-negative bacteria, but it is not effective against viruses.",0
600 mg orally 2 times a day.,3
"A normal dose of gabapentin for adults is typically 300-600 mg per day, divided into three doses.",1
Gabapentin is a medication used only for seizures.,0
Gabapentin is a medication used only for pain management.,0
Gabapentin is a medication used only for anxiety disorders.,0
